LoanID,DisbursedAmount,TermMonths,InterestRate,AnnualTurnover,DSCR,BureauScore,Sector,CollateralValue,PastDelinquencies,YearsInBusiness,LoanPurpose,State,ProprietorGender,MonthsOnBook,Defaulted
MSME102594,314000.0,12,11.48,1435000.0,1.0,564,Manufacturing,261000.0,2,2.3,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Male,8,1
MSME102595,995000.0,60,14.8,2493000.0,0.56,728,Construction,839000.0,0,4.5,Emergency funds after delayed receivables from buyers,West Bengal,Male,16,1
MSME102596,556000.0,36,13.27,1418000.0,1.11,725,Textiles,616000.0,0,8.1,Emergency funds after delayed receivables from buyers,West Bengal,Male,20,0
MSME102597,468000.0,60,12.32,2068000.0,1.9,735,Construction,385000.0,0,3.0,Open a second retail outlet in the district,West Bengal,Male,46,0
MSME102598,628000.0,36,12.52,1790000.0,1.51,730,Construction,852000.0,1,5.5,Open a second retail outlet in the district,Kerala,Male,11,0
MSME102599,855000.0,36,9.42,3050000.0,0.62,696,IT Services,270000.0,0,21.2,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,46,0
MSME102600,555000.0,36,11.83,2827000.0,1.27,583,IT Services,936000.0,1,15.8,Upgrade delivery fleet and cold-storage units,Kerala,Male,46,1
MSME102601,502000.0,36,16.01,2510000.0,1.25,757,Construction,222000.0,0,6.1,Working capital for raw material procurement,Maharashtra,Female,35,1
MSME102602,381000.0,36,13.2,1146000.0,2.08,554,Retail Trade,362000.0,0,2.1,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,19,0
MSME102603,349000.0,60,12.89,808000.0,2.18,804,Food Processing,440000.0,2,7.1,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,44,0
MSME102604,647000.0,60,14.32,1253000.0,1.31,792,Retail Trade,651000.0,2,3.9,Emergency funds after delayed receivables from buyers,Maharashtra,Female,25,0
MSME102605,712000.0,48,11.49,2836000.0,0.68,618,Logistics,1229000.0,2,6.6,Purchase of new machinery to expand production capacity,Maharashtra,Female,53,1
MSME102606,1560000.0,36,13.83,5781000.0,2.27,728,Construction,799000.0,2,6.8,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Male,34,0
MSME102607,463000.0,12,12.6,1341000.0,1.06,692,IT Services,567000.0,2,1.4,Purchase of new machinery to expand production capacity,Maharashtra,Male,37,0
MSME102608,275000.0,36,10.74,487000.0,0.49,743,IT Services,319000.0,1,6.1,Open a second retail outlet in the district,Maharashtra,Male,27,1
MSME102609,678000.0,84,14.99,2990000.0,1.7,535,Agriculture,665000.0,0,3.1,Working capital for raw material procurement,Uttar Pradesh,Male,57,0
MSME102610,678000.0,60,10.08,2002000.0,0.59,692,IT Services,881000.0,1,5.6,Upgrade delivery fleet and cold-storage units,Maharashtra,Female,12,0
MSME102611,152000.0,36,14.31,780000.0,1.81,686,Textiles,73000.0,2,6.1,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Male,50,1
MSME102612,1199000.0,60,17.04,5468000.0,0.91,729,Textiles,883000.0,0,3.5,Working capital for raw material procurement,Punjab,Male,12,0
MSME102613,120000.0,24,11.81,551000.0,1.19,743,Agriculture,88000.0,0,2.1,Purchase of new machinery to expand production capacity,Uttar Pradesh,Female,14,0
MSME102614,488000.0,36,18.68,2747000.0,1.08,570,IT Services,451000.0,1,3.4,Emergency funds after delayed receivables from buyers,Maharashtra,Female,34,0
MSME102615,168000.0,24,10.59,561000.0,1.41,556,Textiles,178000.0,0,3.5,Open a second retail outlet in the district,Kerala,Female,8,1
MSME102616,935000.0,48,18.17,4879000.0,2.22,670,Manufacturing,1371000.0,1,4.0,Purchase of new machinery to expand production capacity,Kerala,Female,32,0
MSME102617,771000.0,36,18.37,4271000.0,0.98,729,Construction,444000.0,0,1.5,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,4,1
MSME102618,385000.0,60,10.41,1301000.0,1.55,657,Manufacturing,306000.0,0,4.5,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Female,45,0
MSME102619,238000.0,48,16.46,750000.0,1.08,641,Retail Trade,217000.0,2,0.9,Emergency funds after delayed receivables from buyers,West Bengal,Male,32,0
MSME102620,946000.0,48,12.29,3973000.0,2.33,804,Retail Trade,234000.0,0,2.9,Purchase of new machinery to expand production capacity,West Bengal,Male,6,0
MSME102621,585000.0,48,15.47,1497000.0,0.93,728,Food Processing,200000.0,0,5.5,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,28,1
MSME102622,554000.0,12,14.17,2713000.0,0.65,666,Textiles,276000.0,2,4.3,Refinance existing high-interest debt and consolidate dues,Kerala,Female,9,1
MSME102623,160000.0,48,16.77,923000.0,1.58,697,Manufacturing,203000.0,0,7.3,Purchase of new machinery to expand production capacity,Kerala,Male,23,0
MSME102624,651000.0,12,15.86,1740000.0,0.94,633,Manufacturing,317000.0,0,11.1,Open a second retail outlet in the district,Gujarat,Male,15,0
MSME102625,1152000.0,12,11.6,5463000.0,1.01,681,Retail Trade,329000.0,0,2.7,Refinance existing high-interest debt and consolidate dues,West Bengal,Female,31,1
MSME102626,1617000.0,48,17.13,8925000.0,3.5,695,Retail Trade,2724000.0,0,3.0,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Female,4,0
MSME102627,357000.0,48,15.28,688000.0,0.99,552,Logistics,171000.0,0,9.6,Purchase of new machinery to expand production capacity,Punjab,Female,9,1
MSME102628,633000.0,36,15.53,2930000.0,1.77,733,IT Services,574000.0,0,3.0,Emergency funds after delayed receivables from buyers,Punjab,Male,20,0
MSME102629,640000.0,24,18.59,2704000.0,1.05,676,Agriculture,885000.0,0,7.8,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,25,1
MSME102630,1275000.0,24,14.35,6104000.0,3.5,704,Construction,1761000.0,0,14.7,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Male,27,0
MSME102631,778000.0,24,16.19,3161000.0,1.0,614,Food Processing,656000.0,0,5.3,Open a second retail outlet in the district,Punjab,Female,50,1
MSME102632,712000.0,60,15.55,2620000.0,0.45,675,IT Services,942000.0,1,7.4,Emergency funds after delayed receivables from buyers,Karnataka,Female,18,0
MSME102633,1362000.0,36,14.72,4326000.0,0.42,767,IT Services,1877000.0,0,3.9,Working capital for raw material procurement,Punjab,Male,37,0
MSME102634,630000.0,36,14.67,1751000.0,3.5,794,IT Services,733000.0,2,2.2,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Male,8,0
MSME102635,350000.0,24,9.7,600000.0,1.04,597,Retail Trade,204000.0,1,7.6,Expand textile weaving unit with additional looms,Uttar Pradesh,Female,57,1
MSME102636,643000.0,60,16.38,1782000.0,1.35,691,Manufacturing,785000.0,0,6.4,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Female,33,0
MSME102637,435000.0,24,14.14,982000.0,1.09,503,Manufacturing,555000.0,0,0.7,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,49,1
MSME102638,581000.0,36,11.57,3157000.0,2.08,761,IT Services,239000.0,1,4.0,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Male,45,0
MSME102639,1434000.0,12,11.5,6766000.0,2.56,677,Food Processing,1068000.0,1,2.4,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Female,39,0
MSME102640,2014000.0,60,13.42,11651000.0,0.98,625,Retail Trade,2006000.0,1,6.5,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Female,59,1
MSME102641,373000.0,60,16.04,1697000.0,1.45,682,Construction,324000.0,1,3.1,Purchase of new machinery to expand production capacity,Karnataka,Male,57,0
MSME102642,325000.0,60,15.65,1812000.0,0.41,717,Logistics,336000.0,1,5.0,Open a second retail outlet in the district,Kerala,Male,33,0
MSME102643,678000.0,60,13.13,1228000.0,1.11,650,Construction,599000.0,1,4.4,Emergency funds after delayed receivables from buyers,Karnataka,Male,20,1
MSME102644,1133000.0,12,19.23,6444000.0,1.03,644,Manufacturing,761000.0,0,3.3,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,3,1
MSME102645,625000.0,36,11.66,2786000.0,1.0,656,Manufacturing,191000.0,0,14.4,Expand textile weaving unit with additional looms,Maharashtra,Male,32,0
MSME102646,835000.0,12,14.48,3026000.0,0.81,741,Food Processing,924000.0,0,3.3,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Female,35,0
MSME102647,1317000.0,36,13.44,4854000.0,3.5,612,Retail Trade,693000.0,1,4.6,Expand textile weaving unit with additional looms,Karnataka,Male,13,0
MSME102648,525000.0,24,10.98,1483000.0,0.67,624,Textiles,691000.0,1,6.4,Purchase of new machinery to expand production capacity,West Bengal,Female,23,0
MSME102649,1688000.0,84,14.36,5397000.0,1.03,659,Textiles,536000.0,0,7.6,Emergency funds after delayed receivables from buyers,Gujarat,Female,55,1
MSME102650,443000.0,24,17.49,1071000.0,1.06,727,Agriculture,560000.0,0,4.5,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,54,0
MSME102651,564000.0,36,19.16,3327000.0,0.95,711,Retail Trade,163000.0,0,4.3,Purchase of new machinery to expand production capacity,Maharashtra,Female,28,0
MSME102652,1026000.0,24,13.77,4851000.0,0.43,694,IT Services,1674000.0,0,2.9,Expand textile weaving unit with additional looms,Kerala,Female,27,1
MSME102653,359000.0,60,15.44,1213000.0,1.74,752,Construction,230000.0,1,0.4,Working capital for raw material procurement,West Bengal,Male,36,0
MSME102654,517000.0,60,16.81,1558000.0,2.03,727,IT Services,232000.0,1,1.6,Open a second retail outlet in the district,Karnataka,Male,47,0
MSME102655,368000.0,36,12.84,649000.0,2.02,747,Retail Trade,340000.0,0,9.2,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Male,23,0
MSME102656,168000.0,12,9.31,913000.0,0.82,570,Food Processing,45000.0,0,1.7,Purchase of new machinery to expand production capacity,Tamil Nadu,Female,43,1
MSME102657,102000.0,36,15.07,237000.0,1.1,702,Logistics,127000.0,1,9.8,Open a second retail outlet in the district,Tamil Nadu,Male,48,0
MSME102658,455000.0,60,11.64,1664000.0,2.28,648,Construction,497000.0,4,2.3,Purchase of new machinery to expand production capacity,Gujarat,Female,23,0
MSME102659,414000.0,48,13.33,1255000.0,1.79,655,Construction,614000.0,1,3.7,Expand textile weaving unit with additional looms,Uttar Pradesh,Female,50,0
MSME102660,685000.0,60,12.8,2549000.0,1.06,631,IT Services,405000.0,0,7.2,Emergency funds after delayed receivables from buyers,Karnataka,Male,38,0
MSME102661,457000.0,24,12.15,847000.0,1.61,650,Construction,577000.0,0,8.8,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Male,54,0
MSME102662,814000.0,60,13.54,4695000.0,1.91,687,Manufacturing,709000.0,1,3.4,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,8,0
MSME102663,416000.0,48,13.22,1502000.0,1.24,641,Construction,110000.0,0,2.1,Working capital for raw material procurement,Karnataka,Male,45,1
MSME102664,429000.0,12,10.79,2420000.0,0.65,646,Food Processing,593000.0,1,4.6,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Female,26,1
MSME102665,922000.0,36,11.67,4423000.0,1.1,635,Manufacturing,890000.0,2,7.0,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,46,0
MSME102666,304000.0,12,14.85,1411000.0,0.53,676,IT Services,353000.0,1,3.7,Upgrade delivery fleet and cold-storage units,Karnataka,Male,33,1
MSME102667,653000.0,36,12.5,1711000.0,1.16,666,Textiles,966000.0,2,5.6,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Female,4,0
MSME102668,326000.0,48,15.41,605000.0,0.65,695,Logistics,279000.0,1,7.6,Open a second retail outlet in the district,West Bengal,Male,59,0
MSME102669,977000.0,12,18.09,3169000.0,1.15,790,IT Services,1680000.0,1,2.6,Working capital for raw material procurement,West Bengal,Male,11,0
MSME102670,277000.0,48,15.75,1464000.0,1.18,604,Textiles,314000.0,0,2.7,Upgrade delivery fleet and cold-storage units,Punjab,Female,4,1
MSME102671,870000.0,24,13.38,5166000.0,2.02,612,Construction,922000.0,0,1.9,Purchase of new machinery to expand production capacity,Uttar Pradesh,Female,49,1
MSME102672,275000.0,48,16.17,1291000.0,0.54,711,Construction,67000.0,0,4.4,Expand textile weaving unit with additional looms,Karnataka,Female,31,0
MSME102673,550000.0,24,12.51,2674000.0,1.0,677,Logistics,419000.0,1,1.6,Emergency funds after delayed receivables from buyers,Maharashtra,Female,12,0
MSME102674,276000.0,12,13.08,1119000.0,2.51,677,Food Processing,144000.0,1,6.2,Open a second retail outlet in the district,Kerala,Female,26,0
MSME102675,990000.0,24,11.68,4794000.0,2.4,666,Textiles,1476000.0,0,3.7,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Female,41,0
MSME102676,622000.0,36,18.11,3292000.0,1.44,796,Manufacturing,242000.0,2,10.8,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Female,16,0
MSME102677,305000.0,36,15.48,1685000.0,3.5,691,Retail Trade,394000.0,0,5.6,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,11,0
MSME102678,324000.0,12,11.03,1587000.0,1.67,679,Retail Trade,260000.0,0,2.5,Refinance existing high-interest debt and consolidate dues,Punjab,Female,39,0
MSME102679,1506000.0,12,15.26,5928000.0,0.91,677,Textiles,651000.0,3,7.9,Working capital for raw material procurement,Uttar Pradesh,Male,9,1
MSME102680,1077000.0,24,8.15,3054000.0,0.75,751,Textiles,395000.0,0,1.8,Refinance existing high-interest debt and consolidate dues,Kerala,Female,37,0
MSME102681,316000.0,12,8.63,1405000.0,1.99,691,IT Services,267000.0,0,3.7,Upgrade delivery fleet and cold-storage units,Punjab,Female,21,0
MSME102682,497000.0,48,10.77,864000.0,2.36,665,IT Services,836000.0,1,3.2,Bridge a seasonal cash crunch ahead of festival demand,Maharashtra,Female,11,0
MSME102683,900000.0,36,10.27,1557000.0,1.04,597,Construction,816000.0,1,9.9,Open a second retail outlet in the district,Tamil Nadu,Female,16,0
MSME102684,178000.0,24,10.88,449000.0,2.26,703,Retail Trade,310000.0,0,1.2,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Female,3,0
MSME102685,695000.0,60,10.08,1969000.0,1.56,667,Retail Trade,1141000.0,0,5.0,Refinance existing high-interest debt and consolidate dues,Kerala,Male,31,0
MSME102686,325000.0,12,10.81,1650000.0,1.63,689,Retail Trade,126000.0,2,7.2,Open a second retail outlet in the district,Uttar Pradesh,Male,32,0
MSME102687,626000.0,36,12.72,991000.0,0.54,530,Manufacturing,180000.0,3,5.6,Open a second retail outlet in the district,Karnataka,Male,43,1
MSME102688,746000.0,24,14.43,1295000.0,2.03,610,Textiles,357000.0,0,6.6,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Female,6,1
MSME102689,673000.0,48,14.84,1924000.0,1.18,748,Food Processing,237000.0,1,5.3,Purchase of new machinery to expand production capacity,West Bengal,Male,11,0
MSME102690,2404000.0,48,13.3,13796000.0,0.64,778,Textiles,1455000.0,1,5.2,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Female,41,1
MSME102691,617000.0,36,12.93,3471000.0,0.86,718,Construction,281000.0,0,2.3,Working capital for raw material procurement,Punjab,Male,35,0
MSME102692,816000.0,12,16.24,3543000.0,1.81,777,Logistics,171000.0,0,2.4,Expand textile weaving unit with additional looms,Maharashtra,Female,24,1
MSME102693,404000.0,48,11.63,1683000.0,2.35,647,Food Processing,325000.0,0,3.3,Purchase of new machinery to expand production capacity,Karnataka,Male,29,0
MSME102694,351000.0,24,15.62,1515000.0,0.3,728,Retail Trade,97000.0,1,11.5,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,20,1
MSME102695,186000.0,36,13.84,664000.0,1.19,606,IT Services,54000.0,3,4.6,Purchase of new machinery to expand production capacity,Gujarat,Male,9,1
MSME102696,882000.0,12,14.3,4082000.0,1.4,752,Food Processing,902000.0,0,3.2,Emergency funds after delayed receivables from buyers,Maharashtra,Female,10,0
MSME102697,356000.0,60,13.44,1538000.0,0.56,645,Agriculture,571000.0,1,18.2,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,24,1
MSME102698,2411000.0,36,11.28,8045000.0,0.53,752,Agriculture,3416000.0,0,1.3,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Female,30,0
MSME102699,1821000.0,48,10.92,3665000.0,1.82,660,Construction,789000.0,0,2.4,Working capital for raw material procurement,West Bengal,Male,49,1
MSME102700,2282000.0,24,13.38,5453000.0,1.68,602,IT Services,980000.0,0,4.6,Expand textile weaving unit with additional looms,Punjab,Male,53,0
MSME102701,225000.0,12,14.99,341000.0,1.07,598,Manufacturing,75000.0,0,4.2,Purchase of new machinery to expand production capacity,Punjab,Male,25,0
MSME102702,684000.0,48,16.11,2789000.0,1.06,708,Logistics,339000.0,1,6.9,Working capital for raw material procurement,Gujarat,Female,22,0
MSME102703,659000.0,48,15.96,3836000.0,0.45,538,Retail Trade,1106000.0,3,13.6,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Male,29,1
MSME102704,545000.0,48,14.02,2136000.0,0.66,773,Retail Trade,624000.0,0,5.8,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Female,3,0
MSME102705,265000.0,48,11.95,747000.0,2.42,744,Textiles,214000.0,2,1.6,Emergency funds after delayed receivables from buyers,Punjab,Female,48,0
MSME102706,639000.0,48,15.15,3252000.0,0.96,717,Textiles,234000.0,0,3.1,Open a second retail outlet in the district,Maharashtra,Male,33,1
MSME102707,1098000.0,24,14.25,5909000.0,1.94,733,Retail Trade,705000.0,0,5.6,Purchase of new machinery to expand production capacity,Punjab,Female,16,1
MSME102708,278000.0,48,11.54,1089000.0,0.92,714,Retail Trade,418000.0,0,1.8,Upgrade delivery fleet and cold-storage units,West Bengal,Male,59,0
MSME102709,231000.0,60,15.37,421000.0,2.01,727,Manufacturing,349000.0,2,5.0,Emergency funds after delayed receivables from buyers,Maharashtra,Male,13,0
MSME102710,394000.0,84,15.99,2009000.0,0.82,669,Retail Trade,415000.0,1,12.3,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,47,1
MSME102711,625000.0,84,10.98,2647000.0,0.83,674,Logistics,766000.0,2,1.0,Refinance existing high-interest debt and consolidate dues,Kerala,Male,16,0
MSME102712,914000.0,60,13.72,4445000.0,0.57,646,Textiles,1072000.0,1,3.3,Open a second retail outlet in the district,West Bengal,Female,14,1
MSME102713,645000.0,48,12.02,3289000.0,1.25,749,Textiles,922000.0,1,3.0,Purchase of new machinery to expand production capacity,Kerala,Female,12,1
MSME102714,619000.0,12,15.04,3169000.0,1.37,768,IT Services,750000.0,0,2.4,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Male,9,0
MSME102715,960000.0,36,10.3,4668000.0,2.05,596,Retail Trade,368000.0,0,13.5,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,9,0
MSME102716,907000.0,24,11.13,5325000.0,1.79,628,Construction,1347000.0,1,6.7,Purchase of new machinery to expand production capacity,Kerala,Male,50,0
MSME102717,669000.0,48,13.33,3904000.0,0.77,694,Textiles,203000.0,0,2.5,Working capital for raw material procurement,Uttar Pradesh,Female,56,1
MSME102718,344000.0,48,15.38,1647000.0,1.69,628,Retail Trade,499000.0,1,3.1,Expand textile weaving unit with additional looms,Punjab,Female,5,1
MSME102719,472000.0,36,17.81,1020000.0,1.11,750,Construction,698000.0,0,5.0,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,53,0
MSME102720,363000.0,24,19.21,611000.0,1.65,672,Retail Trade,198000.0,1,3.7,Purchase of new machinery to expand production capacity,West Bengal,Female,15,1
MSME102721,239000.0,48,13.65,1108000.0,1.99,653,Retail Trade,159000.0,2,4.4,Refinance existing high-interest debt and consolidate dues,Karnataka,Female,35,1
MSME102722,386000.0,36,11.59,2266000.0,1.59,719,Logistics,522000.0,0,7.5,Emergency funds after delayed receivables from buyers,Maharashtra,Female,53,0
MSME102723,211000.0,12,12.13,1232000.0,0.68,587,Textiles,225000.0,0,1.4,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Female,1,1
MSME102724,698000.0,48,10.53,3551000.0,0.79,676,Manufacturing,651000.0,0,3.0,Purchase of new machinery to expand production capacity,Karnataka,Male,26,1
MSME102725,1036000.0,24,10.52,2469000.0,0.75,741,Retail Trade,1249000.0,1,7.1,Expand textile weaving unit with additional looms,Karnataka,Male,45,0
MSME102726,615000.0,36,9.81,3269000.0,1.28,554,Construction,953000.0,1,3.8,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Male,22,0
MSME102727,413000.0,36,8.0,2114000.0,1.54,675,Retail Trade,556000.0,0,5.2,Working capital for raw material procurement,Maharashtra,Male,26,0
MSME102728,207000.0,84,15.6,527000.0,0.67,684,Manufacturing,318000.0,0,9.6,Open a second retail outlet in the district,West Bengal,Male,35,0
MSME102729,626000.0,84,13.96,3152000.0,0.75,682,Construction,1100000.0,0,7.9,Expand textile weaving unit with additional looms,Tamil Nadu,Male,1,0
MSME102730,661000.0,24,15.76,2017000.0,1.26,731,IT Services,951000.0,2,0.9,Working capital for raw material procurement,Kerala,Male,32,0
MSME102731,835000.0,12,13.18,1738000.0,0.94,790,Manufacturing,1093000.0,1,6.8,Purchase of new machinery to expand production capacity,Punjab,Male,52,0
MSME102732,560000.0,84,9.7,3328000.0,1.71,662,Retail Trade,335000.0,0,1.9,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,15,0
MSME102733,327000.0,48,16.21,1538000.0,0.99,752,Textiles,72000.0,0,4.7,Open a second retail outlet in the district,Karnataka,Female,10,0
MSME102734,709000.0,60,17.1,2730000.0,1.24,684,Manufacturing,313000.0,0,6.5,Emergency funds after delayed receivables from buyers,Punjab,Male,24,0
MSME102735,624000.0,24,17.02,1838000.0,1.22,533,Manufacturing,541000.0,1,0.7,Refinance existing high-interest debt and consolidate dues,Gujarat,Female,49,1
MSME102736,410000.0,36,12.57,2215000.0,2.05,588,Retail Trade,471000.0,1,20.9,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,20,0
MSME102737,158000.0,36,11.45,891000.0,2.47,759,Retail Trade,67000.0,0,1.3,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Female,44,0
MSME102738,421000.0,36,10.33,1151000.0,0.97,799,Logistics,121000.0,0,5.8,Open a second retail outlet in the district,Punjab,Female,35,0
MSME102739,670000.0,24,14.15,1055000.0,1.41,646,IT Services,1019000.0,1,2.5,Expand textile weaving unit with additional looms,West Bengal,Female,9,0
MSME102740,830000.0,24,14.69,1448000.0,1.06,580,Food Processing,510000.0,0,3.4,Expand textile weaving unit with additional looms,West Bengal,Male,50,0
MSME102741,627000.0,60,14.15,1708000.0,2.48,675,Retail Trade,274000.0,0,7.8,Working capital for raw material procurement,Kerala,Male,20,0
MSME102742,1839000.0,48,14.48,5777000.0,1.78,713,Textiles,1011000.0,1,3.4,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,45,0
MSME102743,555000.0,36,17.93,2158000.0,1.91,604,Retail Trade,131000.0,0,7.7,Upgrade delivery fleet and cold-storage units,Punjab,Female,31,1
MSME102744,1505000.0,60,12.95,2601000.0,2.14,709,Manufacturing,2605000.0,0,11.5,Expand textile weaving unit with additional looms,Punjab,Male,47,0
MSME102745,397000.0,48,15.7,1233000.0,0.45,801,IT Services,649000.0,0,0.7,Open a second retail outlet in the district,Gujarat,Male,15,0
MSME102746,555000.0,36,19.15,1458000.0,1.17,820,Logistics,936000.0,0,1.3,Emergency funds after delayed receivables from buyers,West Bengal,Male,12,0
MSME102747,282000.0,48,13.97,716000.0,1.01,707,Agriculture,148000.0,1,6.0,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,5,0
MSME102748,2567000.0,48,11.79,5932000.0,2.17,537,Retail Trade,688000.0,0,1.4,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,2,1
MSME102749,1078000.0,12,15.45,4100000.0,2.97,687,Retail Trade,1887000.0,0,15.9,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Female,48,0
MSME102750,666000.0,36,13.31,1899000.0,1.28,621,Construction,551000.0,0,5.1,Working capital for raw material procurement,Karnataka,Male,26,0
MSME102751,232000.0,60,15.65,1383000.0,1.11,614,Retail Trade,408000.0,0,5.7,Upgrade delivery fleet and cold-storage units,West Bengal,Male,9,0
MSME102752,390000.0,48,8.26,2081000.0,0.42,671,Food Processing,384000.0,1,2.7,Working capital for raw material procurement,Tamil Nadu,Female,3,1
MSME102753,836000.0,24,9.28,2415000.0,1.96,780,Logistics,614000.0,0,11.6,Emergency funds after delayed receivables from buyers,Kerala,Male,49,0
MSME102754,533000.0,60,16.07,1038000.0,0.94,581,Agriculture,938000.0,4,0.3,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Male,29,1
MSME102755,608000.0,24,12.74,1910000.0,1.25,737,Retail Trade,259000.0,1,6.5,Emergency funds after delayed receivables from buyers,West Bengal,Male,18,0
MSME102756,50000.0,60,13.91,294000.0,1.95,610,Agriculture,54000.0,1,7.0,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,2,1
MSME102757,566000.0,48,14.71,1400000.0,0.87,648,Retail Trade,500000.0,0,1.9,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Male,53,0
MSME102758,500000.0,36,15.63,2056000.0,0.64,675,IT Services,649000.0,1,2.1,Expand textile weaving unit with additional looms,Tamil Nadu,Male,42,0
MSME102759,202000.0,48,12.9,454000.0,2.52,641,Retail Trade,181000.0,1,1.7,Emergency funds after delayed receivables from buyers,Kerala,Male,37,0
MSME102760,259000.0,36,14.32,457000.0,1.0,580,Agriculture,72000.0,1,7.7,Expand textile weaving unit with additional looms,Tamil Nadu,Female,30,1
MSME102761,495000.0,48,11.97,2661000.0,0.98,632,Logistics,545000.0,1,5.7,Upgrade delivery fleet and cold-storage units,Gujarat,Female,54,1
MSME102762,441000.0,36,18.02,836000.0,0.3,720,IT Services,630000.0,0,2.1,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,46,0
MSME102763,569000.0,24,15.73,2394000.0,1.35,736,Manufacturing,439000.0,1,3.9,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,2,0
MSME102764,1266000.0,36,11.57,5828000.0,2.06,561,IT Services,496000.0,1,7.0,Expand textile weaving unit with additional looms,Tamil Nadu,Male,15,0
MSME102765,394000.0,36,8.58,1714000.0,0.77,775,Manufacturing,100000.0,1,9.3,Expand textile weaving unit with additional looms,Kerala,Male,34,0
MSME102766,391000.0,48,12.06,1458000.0,1.05,600,Retail Trade,561000.0,1,2.4,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,44,1
MSME102767,641000.0,36,10.68,3427000.0,2.56,734,Manufacturing,844000.0,0,5.8,Bridge a seasonal cash crunch ahead of festival demand,Maharashtra,Male,43,0
MSME102768,621000.0,36,14.5,2316000.0,0.67,669,Manufacturing,182000.0,0,18.4,Purchase of new machinery to expand production capacity,Karnataka,Female,17,1
MSME102769,333000.0,60,14.07,1060000.0,1.74,692,Manufacturing,450000.0,1,1.0,Purchase of new machinery to expand production capacity,West Bengal,Male,46,0
MSME102770,652000.0,24,8.75,3324000.0,0.55,750,Textiles,806000.0,0,3.9,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Female,52,1
MSME102771,496000.0,84,12.01,776000.0,3.5,601,Food Processing,112000.0,1,4.1,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Female,23,0
MSME102772,247000.0,48,13.38,766000.0,2.19,650,Manufacturing,95000.0,1,10.1,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Female,18,0
